iter	Passed	Remaining
420	4223	5808
421	4232	5797
422	4241	5786
423	4249	5773
424	4258	5761
425	4266	5749
426	4277	5740
427	4285	5727
428	4294	5716
429	4302	5703
430	4311	5691
431	4319	5679
432	4328	5668
433	4336	5655
434	4345	5644
435	4353	5631
436	4362	5620
437	4370	5607
438	4379	5596
439	4388	5585
440	4396	5573
441	4405	5561
442	4413	5549
443	4423	5539
444	4431	5526
445	4444	5521
446	4453	5509
447	4461	5497
448	4470	5485
449	4478	5474
450	4487	5463
451	4495	5450
452	4505	5440
453	4513	5427
454	4522	5417
455	4531	5405
456	4540	5395
457	4548	5382
458	4557	5371
459	4567	5362
460	4576	5351
461	4585	5340
462	4594	5328
463	4603	5317
464	4611	5305
465	4621	5296
466	4628	5283
467	4638	5273
468	4646	5260
469	4656	5251
470	4665	5239
471	4674	5229
472	4685	5220
473	4693	5208
474	4703	5199
475	4711	5186
476	4721	5176
477	4729	5164
478	4739	5154
479	4747	5142
480	4756	5131
481	4764	5120
482	4773	5109
483	4783	5099
484	4791	5087
485	4801	5077
486	4809	5066
487	4819	5056
488	4827	5044
489	4836	5033
490	4844	5021
491	4853	5011
492	4861	4999
493	4871	4989
494	4879	4978
495	4888	4966
496	4896	4955
497	4904	4943
498	4914	4933
499	4921	4921
500	4931	4911
501	4938	4899
502	4950	4891
503	4958	4879
504	4967	4869
505	4977	4859
506	4985	4847
507	4993	4836
508	5001	4824
509	5012	4815
510	5021	4804
511	5031	4795
512	5039	4783
513	5048	4773
514	5056	4761
515	5065	4751
516	5072	4739
517	5082	4729
518	5091	4718
519	5099	4707
520	5109	4697
521	5117	4685
522	5127	4676
523	5135	4664
524	5145	4655
525	5152	4643
526	5162	4633
527	5170	4621
528	5179	4611
529	5187	4600
530	5196	4589
531	5204	4578
532	5213	4567
533	5222	4557
534	5230	4545
535	5238	4535
536	5247	4524
537	5256	4513
538	5263	4502
539	5273	4492
540	5281	4480
541	5291	4471
542	5298	4459
543	5308	4449
544	5315	4438
545	5325	4427
546	5332	4416
547	5344	4407
548	5352	4397
549	5360	4386
550	5370	4376
551	5378	4364
552	5387	4354
553	5395	4343
554	5405	4334
555	5413	4322
556	5423	4313
557	5431	4302
558	5440	4291
559	5448	4280
560	5457	4270
561	5465	4259
562	5474	4249
563	5484	4239
564	5492	4228
565	5502	4218
566	5511	4208
567	5521	4199
568	5529	4188
569	5540	4179
570	5549	4169
571	5559	4160
572	5573	4153
573	5586	4145
574	5596	4136
575	5609	4128
576	5619	4120
577	5633	4112
578	5645	4104
579	5657	4096
580	5669	4089
581	5680	4079
582	5691	4071
583	5703	4062
584	5712	4052
585	5722	4042
586	5733	4033
587	5743	4024
588	5753	4014
589	5762	4004
590	5771	3994
591	5781	3984
592	5789	3973
593	5799	3964
594	5808	3953
595	5818	3943
596	5826	3933
597	5836	3923
598	5846	3914
599	5854	3903
600	5866	3894
601	5873	3883
602	5884	3874
603	5893	3863
604	5902	3853
605	5912	3844
606	5920	3833
607	5931	3824
608	5941	3814
609	5951	3805
610	5964	3797
611	5975	3788
612	5985	3778
613	5997	3770
614	6007	3760
615	6018	3752
616	6030	3743
617	6039	3733
618	6050	3724
619	6063	3716
620	6071	3705
621	6081	3695
622	6090	3685
623	6099	3675
624	6110	3666
625	6119	3655
626	6131	3647
627	6143	3639
628	6151	3628
629	6161	3618
630	6169	3607
631	6178	3597
632	6186	3586
633	6195	3576
634	6205	3566
635	6213	3556
636	6223	3546
637	6230	3535
638	6240	3525
639	6248	3514
640	6257	3504
641	6266	3494
642	6275	3483
643	6282	3473
644	6292	3463
645	6300	3452
646	6308	3442
647	6318	3432
648	6326	3421
649	6336	3411
650	6345	3401
651	6355	3392
652	6363	3381
653	6372	3371
654	6382	3361
655	6390	3351
656	6401	3342
657	6410	3331
658	6421	3322
659	6432	3313
660	6442	3303
661	6452	3294
662	6462	3284
663	6472	3275
664	6483	3266
665	6495	3257
666	6505	3247
667	6517	3239
668	6530	3231
669	6540	3221
670	6551	3212
671	6559	3201
672	6569	3191
673	6577	3181
674	6586	3171
675	6595	3161
676	6604	3151
677	6613	3141
678	6621	3130
679	6631	3120
680	6639	3110
681	6649	3100
682	6657	3090
683	6667	3080
684	6676	3070
685	6684	3059
686	6694	3050
687	6703	3039
688	6712	3029
689	6720	3019
690	6729	3009
691	6737	2998
692	6746	2988
693	6754	2978
694	6763	2968
695	6771	2957
696	6781	2947
697	6788	2937
698	6797	2927
699	6805	2916
700	6815	2906
701	6823	2896
702	6832	2886
703	6843	2877
704	6851	2867
705	6861	2857
706	6870	2847
707	6880	2837
708	6890	2827
709	6899	2817
710	6909	2808
711	6919	2799
712	6930	2789
713	6941	2780
714	6950	2770
715	6960	2761
716	6968	2750
717	6978	2740
718	6988	2731
719	6996	2720
720	7006	2711
721	7014	2700
722	7024	2691
723	7032	2680
724	7041	2670
725	7049	2660
726	7057	2650
727	7065	2640
728	7074	2629
729	7082	2619
730	7092	2609
731	7100	2599
732	7110	2589
733	7119	2580
734	7127	2569
735	7136	2559
736	7145	2549
737	7154	2539
738	7163	2529
739	7172	2519
740	7180	2509
741	7188	2499
742	7196	2489
743	7205	2479
744	7213	2469
745	7223	2459
746	7231	2449
747	7240	2439
748	7249	2429
749	7257	2419
750	7265	2409
751	7274	2398
752	7283	2389
753	7291	2378
754	7300	2369
755	7310	2359
756	7318	2349
757	7326	2339
758	7336	2329
759	7343	2319
760	7352	2309
761	7360	2298
762	7369	2288
763	7376	2278
764	7386	2269
765	7396	2259
766	7404	2249
767	7414	2239
768	7421	2229
769	7431	2219
770	7440	2209
771	7449	2200
772	7457	2190
773	7466	2180
774	7478	2171
775	7487	2161
776	7496	2151
777	7505	2141
778	7514	2131
779	7522	2121
780	7532	2112
781	7540	2102
782	7549	2092
783	7557	2082
784	7566	2072
785	7574	2062
786	7583	2052
787	7591	2042
788	7600	2032
789	7608	2022
790	7616	2012
791	7625	2002
792	7634	1992
793	7644	1983
794	7652	1973
795	7662	1963
796	7670	1953
797	7679	1943
798	7688	1934
799	7697	1924
800	7706	1914
801	7715	1904
802	7724	1894
803	7732	1885
804	7742	1875
805	7751	1865
806	7760	1856
807	7768	1846
808	7777	1836
809	7785	1826
810	7795	1816
811	7803	1806
812	7812	1797
813	7821	1787
814	7831	1777
815	7843	1768
816	7858	1760
817	7871	1751
818	7884	1742
819	7898	1733
820	7910	1724
821	7920	1715
822	7930	1705
823	7943	1696
824	7955	1687
825	7966	1678
826	7978	1668
827	7988	1659
828	7998	1649
829	8007	1639
830	8015	1630
831	8025	1620
832	8033	1610
833	8043	1600
834	8052	1591
835	8061	1581
836	8070	1571
837	8079	1561
838	8090	1552
839	8101	1543
840	8111	1533
841	8121	1523
842	8128	1513
843	8138	1504
844	8146	1494
845	8157	1484
846	8167	1475
847	8175	1465
848	8184	1455
849	8192	1445
850	8201	1436
851	8210	1426
852	8219	1416
853	8229	1406
854	8237	1397
855	8246	1387
856	8256	1377
857	8267	1368
858	8277	1358
859	8286	1348
860	8294	1339
861	8305	1329
862	8316	1320
863	8327	1310
864	8343	1302
865	8356	1293
866	8369	1283
867	8380	1274
868	8389	1264
869	8401	1255
870	8410	1245
871	8420	1236
872	8429	1226
873	8437	1216
874	8446	1206
875	8455	1196
876	8464	1187
877	8473	1177
878	8482	1167
879	8491	1157
880	8501	1148
881	8510	1138
882	8519	1128
883	8529	1119
884	8537	1109
885	8547	1099
886	8555	1089
887	8566	1080
888	8574	1070
889	8582	1060
890	8590	1050
891	8599	1041
892	8608	1031
893	8616	1021
894	8624	1011
895	8633	1002
896	8643	992
897	8651	982
898	8660	972
899	8668	963
900	8678	953
901	8687	943
902	8697	934
903	8707	924
904	8716	915
905	8726	905
906	8736	895
907	8746	886
908	8756	876
909	8765	866
910	8775	857
911	8783	847
912	8792	837
913	8800	828
914	8809	818
915	8817	808
916	8826	798
917	8834	789
918	8843	779
919	8851	769
920	8860	760
921	8868	750
922	8876	740
923	8885	730
924	8895	721
925	8905	711
926	8913	701
927	8922	692
928	8931	682
929	8941	673
930	8950	663
931	8959	653
932	8969	644
933	8977	634
934	8987	624
935	8995	615
936	9003	605
937	9011	595
938	9020	586
939	9029	576
940	9038	566
941	9046	557
942	9055	547
943	9064	537
944	9072	528
945	9081	518
946	9090	508
947	9099	499
948	9107	489
949	9117	479
950	9125	470
951	9134	460
952	9142	450
953	9151	441
954	9158	431
955	9168	421
956	9175	412
957	9184	402
958	9193	393
959	9201	383
960	9209	373
961	9218	364
962	9226	354
963	9235	344
964	9244	335
965	9252	325
966	9261	316
967	9269	306
968	9278	296
969	9288	287
970	9297	277
971	9305	268
972	9313	258
973	9322	248
974	9330	239
975	9338	229
976	9348	220
977	9357	210
978	9366	200
979	9374	191
980	9382	181
981	9391	172
982	9399	162
983	9409	152
984	9418	143
985	9427	133
986	9436	124
987	9445	114
988	9452	105
989	9462	95
990	9470	86
991	9479	76
992	9488	66
993	9497	57
994	9506	47
995	9514	38
996	9523	28
997	9532	19
998	9542	9
999	9550	0
